,ndc_description_agg
441,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
442,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
443,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
444,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
445,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
446,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
447,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
448,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
449,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
450,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
451,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
452,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
453,DULOXETINE HYDROCHLORIDE EQ 40MG BASE ORAL
454,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
455,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
456,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
457,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
458,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
459,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
460,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
461,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
462,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
463,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
464,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
465,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
466,DULOXETINE HYDROCHLORIDE EQ 40MG BASE ORAL
467,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
468,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
469,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
470,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
471,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
472,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
473,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
474,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
475,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
476,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
477,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
478,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
479,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
480,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
481,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
482,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
483,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
484,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
485,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
486,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
487,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
488,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
489,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
490,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
491,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
492,DULOXETINE HYDROCHLORIDE EQ 20MG BASE ORAL
493,DULOXETINE HYDROCHLORIDE EQ 30MG BASE ORAL
494,DULOXETINE HYDROCHLORIDE EQ 60MG BASE ORAL
495,ERYC 250MG ORAL
496,ERYC 250MG ORAL
497,ERYC 250MG ORAL
498,ERYC 250MG ORAL
499,ERYC 125 125MG ORAL
500,ERYC SPRINKLES 125MG ORAL
501,ERYTHROMYCIN 250MG ORAL
502,ERYTHROMYCIN 250MG ORAL
503,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
504,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
505,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
506,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
507,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
508,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
509,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
510,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
511,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
512,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
513,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
514,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
515,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
516,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
517,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
518,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
519,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
520,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
521,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
522,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
523,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
524,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
525,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
526,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
527,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
528,ESOMEPRAZOLE MAGNESIUM EQ 40MG BASE ORAL
529,FLUOXETINE HYDROCHLORIDE EQ 90MG BASE ORAL
530,FLUOXETINE HYDROCHLORIDE EQ 90MG BASE ORAL
531,LANSOPRAZOLE 15MG ORAL
532,LANSOPRAZOLE 30MG ORAL
533,LANSOPRAZOLE 15MG ORAL
534,LANSOPRAZOLE 30MG ORAL
535,LANSOPRAZOLE 15MG ORAL
536,LANSOPRAZOLE 30MG ORAL
537,LANSOPRAZOLE 15MG ORAL
538,LANSOPRAZOLE 15MG ORAL
539,LANSOPRAZOLE 30MG ORAL
540,LANSOPRAZOLE 15MG ORAL
541,LANSOPRAZOLE 30MG ORAL
542,LANSOPRAZOLE 15MG ORAL
543,LANSOPRAZOLE 30MG ORAL
544,LANSOPRAZOLE 15MG ORAL
545,LANSOPRAZOLE 30MG ORAL
546,LANSOPRAZOLE 15MG ORAL
547,LANSOPRAZOLE 15MG ORAL
548,LANSOPRAZOLE 30MG ORAL
549,LANSOPRAZOLE 15MG ORAL
550,LANSOPRAZOLE 15MG ORAL
551,LANSOPRAZOLE 30MG ORAL
552,LANSOPRAZOLE 15MG ORAL
553,LANSOPRAZOLE 15MG ORAL
554,LANSOPRAZOLE 30MG ORAL
555,LANSOPRAZOLE 15MG ORAL
556,LANSOPRAZOLE 15MG ORAL
557,LANSOPRAZOLE 30MG ORAL
558,LANSOPRAZOLE 15MG ORAL
559,LANSOPRAZOLE 30MG ORAL
560,LANSOPRAZOLE 15MG ORAL
561,LANSOPRAZOLE 30MG ORAL
562,LANSOPRAZOLE 15MG ORAL
563,LANSOPRAZOLE 15MG ORAL
564,LANSOPRAZOLE 30MG ORAL
565,LANSOPRAZOLE 15MG ORAL
566,LANSOPRAZOLE 30MG ORAL
567,NEXIUM EQ 20MG BASE ORAL
568,NEXIUM EQ 20MG BASE ORAL
569,NEXIUM EQ 20MG BASE ORAL
570,NEXIUM EQ 20MG BASE ORAL
571,NEXIUM EQ 20MG BASE ORAL
572,NEXIUM EQ 20MG BASE ORAL
573,NEXIUM EQ 20MG BASE ORAL
574,NEXIUM EQ 40MG BASE ORAL
575,NEXIUM EQ 40MG BASE ORAL
576,NEXIUM EQ 40MG BASE ORAL
577,NEXIUM EQ 40MG BASE ORAL
578,NEXIUM EQ 40MG BASE ORAL
579,NEXIUM EQ 40MG BASE ORAL
580,NEXIUM EQ 40MG BASE ORAL
581,OMEPRAZOLE 10MG ORAL
582,OMEPRAZOLE 20MG ORAL
583,OMEPRAZOLE 40MG ORAL
584,OMEPRAZOLE 10MG ORAL
585,OMEPRAZOLE 20MG ORAL
586,OMEPRAZOLE 40MG ORAL
587,OMEPRAZOLE 10MG ORAL
588,OMEPRAZOLE 20MG ORAL
589,OMEPRAZOLE 40MG ORAL
590,OMEPRAZOLE 10MG ORAL
591,OMEPRAZOLE 20MG ORAL
592,OMEPRAZOLE 40MG ORAL
593,OMEPRAZOLE 10MG ORAL
594,OMEPRAZOLE 10MG ORAL
595,OMEPRAZOLE 20MG ORAL
596,OMEPRAZOLE 20MG ORAL
597,OMEPRAZOLE 40MG ORAL
598,OMEPRAZOLE 40MG ORAL
599,OMEPRAZOLE 10MG ORAL
600,OMEPRAZOLE 20MG ORAL
601,OMEPRAZOLE 40MG ORAL
602,OMEPRAZOLE 10MG ORAL
603,OMEPRAZOLE 20MG ORAL
604,OMEPRAZOLE 40MG ORAL
605,OMEPRAZOLE 10MG ORAL
606,OMEPRAZOLE 20MG ORAL
607,OMEPRAZOLE 40MG ORAL
608,OMEPRAZOLE 40MG ORAL
609,OMEPRAZOLE 10MG ORAL
610,OMEPRAZOLE 10MG ORAL
611,OMEPRAZOLE 20MG ORAL
612,OMEPRAZOLE 20MG ORAL
613,OMEPRAZOLE 40MG ORAL
614,OMEPRAZOLE 40MG ORAL
615,OMEPRAZOLE 10MG ORAL
616,OMEPRAZOLE 20MG ORAL
617,OMEPRAZOLE 40MG ORAL
618,OMEPRAZOLE 20MG ORAL
619,OMEPRAZOLE 40MG ORAL
620,OMEPRAZOLE 10MG ORAL
621,OMEPRAZOLE 20MG ORAL
622,OMEPRAZOLE 40MG ORAL
623,PREVACID 15MG ORAL
624,PREVACID 30MG ORAL
625,PREVACID 24 HR 15MG ORAL
626,PRILOSEC 10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
627,PRILOSEC 10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
628,PRILOSEC 10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
629,PRILOSEC 10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
630,PRILOSEC 20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
631,PRILOSEC 20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
632,PRILOSEC 20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
633,PRILOSEC 20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
634,PRILOSEC 40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
635,PRILOSEC 40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
636,PRILOSEC 40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
637,PRILOSEC 40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons** ORAL
638,PROZAC WEEKLY EQ 90MG BASE ORAL
639,VIDEX EC 125MG ORAL
640,VIDEX EC 200MG ORAL
641,VIDEX EC 250MG ORAL
642,VIDEX EC 400MG ORAL
643,ACIPHEX SPRINKLE 5MG ORAL
644,ACIPHEX SPRINKLE 10MG ORAL
645,"CREON 60,000USP UNITS;12,000USP UNITS;38,000USP UNITS ORAL"
646,"CREON 15,000USP UNITS;3,000USP UNITS;9,500USP UNITS ORAL"
647,"CREON 30,000USP UNITS;6,000USP UNITS;19,000USP UNITS ORAL"
648,"CREON 180,000USP UNITS;36,000USP UNITS;114,000USP UNITS ORAL"
649,"CREON 120,000USP UNITS;24,000USP UNITS;76,000USP UNITS ORAL"
650,DELZICOL 400MG ORAL
651,DEXILANT 30MG ORAL
652,DEXILANT 30MG ORAL
653,DEXILANT 30MG ORAL
654,DEXILANT 30MG ORAL
655,DEXILANT 30MG ORAL
656,DEXILANT 30MG ORAL
657,DEXILANT 30MG ORAL
658,DEXILANT 30MG ORAL
659,DEXILANT 30MG ORAL
660,DEXILANT 30MG ORAL
661,DEXILANT 30MG ORAL
662,DEXILANT 30MG ORAL
663,DEXILANT 30MG ORAL
664,DEXILANT 30MG ORAL
665,DEXILANT 30MG ORAL
666,DEXILANT 30MG ORAL
667,DEXILANT 30MG ORAL
668,DEXILANT 30MG ORAL
669,DEXILANT 30MG ORAL
670,DEXILANT 30MG ORAL
671,DEXILANT 30MG ORAL
672,DEXILANT 30MG ORAL
673,DEXILANT 30MG ORAL
674,DEXILANT 30MG ORAL
675,DEXILANT 30MG ORAL
676,DEXILANT 30MG ORAL
677,DEXILANT 30MG ORAL
678,DEXILANT 30MG ORAL
679,DEXILANT 30MG ORAL
680,DEXILANT 30MG ORAL
681,DEXILANT 30MG ORAL
682,DEXILANT 30MG ORAL
683,DEXILANT 30MG ORAL
684,DEXILANT 30MG ORAL
685,DEXILANT 30MG ORAL
686,DEXILANT 30MG ORAL
687,DEXILANT 30MG ORAL
688,DEXILANT 30MG ORAL
689,DEXILANT 30MG ORAL
690,DEXILANT 30MG ORAL
691,DEXILANT 30MG ORAL
692,DEXILANT 30MG ORAL
693,DEXILANT 30MG ORAL
694,DEXILANT 30MG ORAL
695,DEXILANT 30MG ORAL
696,DEXILANT 30MG ORAL
697,DEXILANT 30MG ORAL
698,DEXILANT 30MG ORAL
699,DEXILANT 30MG ORAL
700,DEXILANT 30MG ORAL
701,DEXILANT 30MG ORAL
702,DEXILANT 30MG ORAL
703,DEXILANT 30MG ORAL
704,DEXILANT 30MG ORAL
705,DEXILANT 30MG ORAL
706,DEXILANT 30MG ORAL
707,DEXILANT 30MG ORAL
708,DEXILANT 30MG ORAL
709,DEXILANT 30MG ORAL
710,DEXILANT 30MG ORAL
711,DEXILANT 30MG ORAL
712,DEXILANT 30MG ORAL
713,DEXILANT 30MG ORAL
714,DEXILANT 30MG ORAL
715,DEXILANT 30MG ORAL
716,DEXILANT 30MG ORAL
717,DEXILANT 30MG ORAL
718,DEXILANT 30MG ORAL
719,DEXILANT 30MG ORAL
720,DEXILANT 30MG ORAL
721,DEXILANT 30MG ORAL
722,DEXILANT 30MG ORAL
723,DEXILANT 30MG ORAL
724,DEXILANT 30MG ORAL
725,DEXILANT 30MG ORAL
726,DEXILANT 30MG ORAL
727,DEXILANT 30MG ORAL
728,DEXILANT 30MG ORAL
729,DEXILANT 30MG ORAL
730,DEXILANT 30MG ORAL
731,DEXILANT 30MG ORAL
732,DEXILANT 30MG ORAL
733,DEXILANT 30MG ORAL
734,DEXILANT 30MG ORAL
735,DEXILANT 30MG ORAL
736,DEXILANT 30MG ORAL
737,DEXILANT 30MG ORAL
738,DEXILANT 30MG ORAL
739,DEXILANT 30MG ORAL
740,DEXILANT 30MG ORAL
741,DEXILANT 30MG ORAL
742,DEXILANT 30MG ORAL
743,DEXILANT 30MG ORAL
744,DEXILANT 30MG ORAL
745,DEXILANT 30MG ORAL
746,DEXILANT 30MG ORAL
747,DEXILANT 30MG ORAL
748,DEXILANT 30MG ORAL
749,DEXILANT 30MG ORAL
750,DEXILANT 30MG ORAL
751,DEXILANT 30MG ORAL
752,DEXILANT 30MG ORAL
753,DEXILANT 30MG ORAL
754,DEXILANT 30MG ORAL
755,DEXILANT 30MG ORAL
756,DEXILANT 30MG ORAL
757,DEXILANT 30MG ORAL
758,DEXILANT 30MG ORAL
759,DEXILANT 60MG ORAL
760,DEXILANT 60MG ORAL
761,DEXILANT 60MG ORAL
762,DEXILANT 60MG ORAL
763,DEXILANT 60MG ORAL
764,DEXILANT 60MG ORAL
765,DEXILANT 60MG ORAL
766,DEXILANT 60MG ORAL
767,DEXILANT 60MG ORAL
768,DEXILANT 60MG ORAL
769,DEXILANT 60MG ORAL
770,DEXILANT 60MG ORAL
771,DEXILANT 60MG ORAL
772,DEXILANT 60MG ORAL
773,DEXILANT 60MG ORAL
774,DEXILANT 60MG ORAL
775,DEXILANT 60MG ORAL
776,DEXILANT 60MG ORAL
777,DEXILANT 60MG ORAL
778,DEXILANT 60MG ORAL
779,DEXILANT 60MG ORAL
780,DEXILANT 60MG ORAL
781,DEXILANT 60MG ORAL
782,DEXILANT 60MG ORAL
783,DEXILANT 60MG ORAL
784,DEXILANT 60MG ORAL
785,DEXILANT 60MG ORAL
786,DEXILANT 60MG ORAL
787,DEXILANT 60MG ORAL
788,DEXILANT 60MG ORAL
789,DEXILANT 60MG ORAL
790,DEXILANT 60MG ORAL
791,DEXILANT 60MG ORAL
792,DEXILANT 60MG ORAL
793,DEXILANT 60MG ORAL
794,DEXILANT 60MG ORAL
795,DEXILANT 60MG ORAL
796,DEXILANT 60MG ORAL
797,DEXILANT 60MG ORAL
798,DEXILANT 60MG ORAL
799,DEXILANT 60MG ORAL
800,DEXILANT 60MG ORAL
801,DEXILANT 60MG ORAL
802,DEXILANT 60MG ORAL
803,DEXILANT 60MG ORAL
804,DEXILANT 60MG ORAL
805,DEXILANT 60MG ORAL
806,DEXILANT 60MG ORAL
807,DEXILANT 60MG ORAL
808,DEXILANT 60MG ORAL
809,DEXILANT 60MG ORAL
810,DEXILANT 60MG ORAL
811,DEXILANT 60MG ORAL
812,DEXILANT 60MG ORAL
813,DEXILANT 60MG ORAL
814,DEXILANT 60MG ORAL
815,DEXILANT 60MG ORAL
816,DEXILANT 60MG ORAL
817,DEXILANT 60MG ORAL
818,DEXILANT 60MG ORAL
819,DEXILANT 60MG ORAL
820,DEXILANT 60MG ORAL
821,DEXILANT 60MG ORAL
822,DEXILANT 60MG ORAL
823,DEXILANT 60MG ORAL
824,DEXILANT 60MG ORAL
825,DEXILANT 60MG ORAL
826,DEXILANT 60MG ORAL
827,DEXILANT 60MG ORAL
828,DEXILANT 60MG ORAL
829,DEXILANT 60MG ORAL
830,DEXILANT 60MG ORAL
831,DEXILANT 60MG ORAL
832,DEXILANT 60MG ORAL
833,DEXILANT 60MG ORAL
834,DEXILANT 60MG ORAL
835,DEXILANT 60MG ORAL
836,DEXILANT 60MG ORAL
837,DEXILANT 60MG ORAL
838,DEXILANT 60MG ORAL
839,DEXILANT 60MG ORAL
840,DEXILANT 60MG ORAL
841,DEXILANT 60MG ORAL
842,DEXILANT 60MG ORAL
843,DEXILANT 60MG ORAL
844,DEXILANT 60MG ORAL
845,DEXILANT 60MG ORAL
846,DEXILANT 60MG ORAL
847,DEXILANT 60MG ORAL
848,DEXILANT 60MG ORAL
849,DEXILANT 60MG ORAL
850,DEXILANT 60MG ORAL
851,DEXILANT 60MG ORAL
852,DEXILANT 60MG ORAL
853,DEXILANT 60MG ORAL
854,DEXILANT 60MG ORAL
855,DEXILANT 60MG ORAL
856,DEXILANT 60MG ORAL
857,DEXILANT 60MG ORAL
858,DEXILANT 60MG ORAL
859,DEXILANT 60MG ORAL
860,DEXILANT 60MG ORAL
861,DEXILANT 60MG ORAL
862,DEXILANT 60MG ORAL
863,DEXILANT 60MG ORAL
864,DEXILANT 60MG ORAL
865,DEXILANT 60MG ORAL
866,DEXILANT 60MG ORAL
867,DEXLANSOPRAZOLE 60MG ORAL
868,DORYX EQ 75MG BASE ORAL
869,DORYX EQ 100MG BASE ORAL
870,DORYX EQ 100MG BASE ORAL
871,DOXYCYCLINE HYCLATE EQ 75MG BASE ORAL
872,DOXYCYCLINE HYCLATE EQ 100MG BASE ORAL
873,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
874,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
875,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
876,ESOMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
877,ESOMEPRAZOLE STRONTIUM 24.65MG ORAL
878,ESOMEPRAZOLE STRONTIUM 49.3MG ORAL
879,FENOFIBRIC ACID EQ 45MG FENOFIBRIC ACID ORAL
880,FENOFIBRIC ACID EQ 135MG FENOFIBRIC ACID ORAL
881,FENOFIBRIC ACID EQ 45MG FENOFIBRIC ACID ORAL
882,FENOFIBRIC ACID EQ 135MG FENOFIBRIC ACID ORAL
883,FENOFIBRIC ACID EQ 45MG FENOFIBRIC ACID ORAL
884,FENOFIBRIC ACID EQ 135MG FENOFIBRIC ACID ORAL
885,FENOFIBRIC ACID EQ 45MG FENOFIBRIC ACID ORAL
886,FENOFIBRIC ACID EQ 135MG FENOFIBRIC ACID ORAL
887,FENOFIBRIC ACID EQ 45MG FENOFIBRIC ACID ORAL
888,FENOFIBRIC ACID EQ 135MG FENOFIBRIC ACID ORAL
889,FENOFIBRIC ACID EQ 45MG FENOFIBRIC ACID ORAL
890,FENOFIBRIC ACID EQ 135MG FENOFIBRIC ACID ORAL
891,FENOFIBRIC ACID EQ 45MG FENOFIBRIC ACID ORAL
892,FENOFIBRIC ACID EQ 135MG FENOFIBRIC ACID ORAL
893,MESALAMINE 400MG ORAL
894,NEXIUM 24HR EQ 20MG BASE ORAL
895,NEXIUM 24HR EQ 20MG BASE ORAL
896,NEXIUM 24HR EQ 20MG BASE ORAL
897,OMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
898,OMEPRAZOLE MAGNESIUM EQ 20MG BASE ORAL
899,"PANCREAZE 10,850USP UNITS;2,600USP UNITS;6,200USP UNITS ORAL"
900,"PANCREAZE 10,850USP UNITS;2,600USP UNITS;6,200USP UNITS ORAL"
901,"PANCREAZE 10,850USP UNITS;2,600USP UNITS;6,200USP UNITS ORAL"
902,"PANCREAZE 10,850USP UNITS;2,600USP UNITS;6,200USP UNITS ORAL"
903,"PANCREAZE 10,850USP UNITS;2,600USP UNITS;6,200USP UNITS ORAL"
904,"PANCREAZE 24,600USP UNITS; 4,200USP UNITS; 14,200USP UNITS ORAL"
905,"PANCREAZE 61,500USP UNITS; 10,500USP UNITS; 35,500USP UNITS ORAL"
906,"PANCREAZE 83,900USP UNITS; 21,000USP UNITS; 54,700USP UNITS ORAL"
907,"PANCREAZE 98,400USP UNITS; 16,800USP UNITS; 56,800USP UNITS ORAL"
908,"PERTZYE 30,250USP UNITS;8,000USP UNITS;28,750USP UNITS ORAL"
909,"PERTZYE 60,500USP UNITS;16,000USP UNITS;57,500USP UNITS ORAL"
910,"PERTZYE 15,125USP UNITS;4,000USP UNITS;14,375USP UNITS ORAL"
911,"PERTZYE 90,750USP UNITS;24,000USP UNITS;86,250USP UNITS ORAL"
912,PROCYSBI EQ 25MG BASE ORAL
913,PROCYSBI EQ 25MG BASE ORAL
914,PROCYSBI EQ 25MG BASE ORAL
915,PROCYSBI EQ 25MG BASE ORAL
916,PROCYSBI EQ 25MG BASE ORAL
917,PROCYSBI EQ 25MG BASE ORAL
918,PROCYSBI EQ 25MG BASE ORAL
919,PROCYSBI EQ 25MG BASE ORAL
920,PROCYSBI EQ 25MG BASE ORAL
921,PROCYSBI EQ 25MG BASE ORAL
922,PROCYSBI EQ 25MG BASE ORAL
923,PROCYSBI EQ 25MG BASE ORAL
924,PROCYSBI EQ 25MG BASE ORAL
925,PROCYSBI EQ 25MG BASE ORAL
926,PROCYSBI EQ 25MG BASE ORAL
927,PROCYSBI EQ 25MG BASE ORAL
928,PROCYSBI EQ 25MG BASE ORAL
929,PROCYSBI EQ 25MG BASE ORAL
930,PROCYSBI EQ 25MG BASE ORAL
931,PROCYSBI EQ 25MG BASE ORAL
932,PROCYSBI EQ 25MG BASE ORAL
933,PROCYSBI EQ 25MG BASE ORAL
934,PROCYSBI EQ 25MG BASE ORAL
935,PROCYSBI EQ 25MG BASE ORAL
936,PROCYSBI EQ 25MG BASE ORAL
937,PROCYSBI EQ 25MG BASE ORAL
938,PROCYSBI EQ 25MG BASE ORAL
939,PROCYSBI EQ 25MG BASE ORAL
940,PROCYSBI EQ 25MG BASE ORAL
941,PROCYSBI EQ 25MG BASE ORAL
942,PROCYSBI EQ 25MG BASE ORAL
943,PROCYSBI EQ 25MG BASE ORAL
944,PROCYSBI EQ 25MG BASE ORAL
945,PROCYSBI EQ 25MG BASE ORAL
946,PROCYSBI EQ 25MG BASE ORAL
947,PROCYSBI EQ 25MG BASE ORAL
948,PROCYSBI EQ 25MG BASE ORAL
949,PROCYSBI EQ 25MG BASE ORAL
950,PROCYSBI EQ 25MG BASE ORAL
951,PROCYSBI EQ 25MG BASE ORAL
952,PROCYSBI EQ 25MG BASE ORAL
953,PROCYSBI EQ 25MG BASE ORAL
954,PROCYSBI EQ 25MG BASE ORAL
955,PROCYSBI EQ 25MG BASE ORAL
956,PROCYSBI EQ 25MG BASE ORAL
957,PROCYSBI EQ 25MG BASE ORAL
958,PROCYSBI EQ 25MG BASE ORAL
959,PROCYSBI EQ 25MG BASE ORAL
960,PROCYSBI EQ 25MG BASE ORAL
961,PROCYSBI EQ 25MG BASE ORAL
962,PROCYSBI EQ 25MG BASE ORAL
963,PROCYSBI EQ 25MG BASE ORAL
964,PROCYSBI EQ 25MG BASE ORAL
965,PROCYSBI EQ 25MG BASE ORAL
966,PROCYSBI EQ 25MG BASE ORAL
967,PROCYSBI EQ 25MG BASE ORAL
968,PROCYSBI EQ 25MG BASE ORAL
969,PROCYSBI EQ 25MG BASE ORAL
970,PROCYSBI EQ 25MG BASE ORAL
971,PROCYSBI EQ 25MG BASE ORAL
972,PROCYSBI EQ 25MG BASE ORAL
973,PROCYSBI EQ 25MG BASE ORAL
974,PROCYSBI EQ 25MG BASE ORAL
975,PROCYSBI EQ 25MG BASE ORAL
976,PROCYSBI EQ 25MG BASE ORAL
977,PROCYSBI EQ 25MG BASE ORAL
978,PROCYSBI EQ 25MG BASE ORAL
979,PROCYSBI EQ 25MG BASE ORAL
980,PROCYSBI EQ 25MG BASE ORAL
981,PROCYSBI EQ 25MG BASE ORAL
982,PROCYSBI EQ 25MG BASE ORAL
983,PROCYSBI EQ 25MG BASE ORAL
984,PROCYSBI EQ 25MG BASE ORAL
985,PROCYSBI EQ 25MG BASE ORAL
986,PROCYSBI EQ 25MG BASE ORAL
987,PROCYSBI EQ 25MG BASE ORAL
988,PROCYSBI EQ 25MG BASE ORAL
989,PROCYSBI EQ 25MG BASE ORAL
990,PROCYSBI EQ 25MG BASE ORAL
991,PROCYSBI EQ 25MG BASE ORAL
992,PROCYSBI EQ 25MG BASE ORAL
993,PROCYSBI EQ 25MG BASE ORAL
994,PROCYSBI EQ 25MG BASE ORAL
995,PROCYSBI EQ 25MG BASE ORAL
996,PROCYSBI EQ 25MG BASE ORAL
997,PROCYSBI EQ 25MG BASE ORAL
998,PROCYSBI EQ 25MG BASE ORAL
999,PROCYSBI EQ 25MG BASE ORAL
1000,PROCYSBI EQ 25MG BASE ORAL
1001,PROCYSBI EQ 25MG BASE ORAL
1002,PROCYSBI EQ 25MG BASE ORAL
1003,PROCYSBI EQ 25MG BASE ORAL
1004,PROCYSBI EQ 25MG BASE ORAL
1005,PROCYSBI EQ 25MG BASE ORAL
1006,PROCYSBI EQ 25MG BASE ORAL
1007,PROCYSBI EQ 25MG BASE ORAL
1008,PROCYSBI EQ 25MG BASE ORAL
1009,PROCYSBI EQ 25MG BASE ORAL
1010,PROCYSBI EQ 75MG BASE ORAL
1011,PROCYSBI EQ 75MG BASE ORAL
1012,PROCYSBI EQ 75MG BASE ORAL
1013,PROCYSBI EQ 75MG BASE ORAL
1014,PROCYSBI EQ 75MG BASE ORAL
1015,PROCYSBI EQ 75MG BASE ORAL
